127.0.0.1 - - [24/Apr/2020:09:44:37 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [24/Apr/2020:11:56:24 +0900] "GET /WebUI/2_css_class/01_html5_section.html HTTP/1.1" 200 6485
0:0:0:0:0:0:0:1 - - [24/Apr/2020:11:56:24 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:00:17 +0900] "GET /WebUI/2_css_class/02_html5_list.html HTTP/1.1" 200 1310
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:00:17 +0900] "GET /WebUI/images/sample/curry.jpg HTTP/1.1" 200 33356
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:02:45 +0900] "GET /WebUI/2_css_class/02_html5_list.html HTTP/1.1" 200 1361
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:02:45 +0900] "GET /WebUI/images/common/icon_h2.gif HTTP/1.1" 200 178
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:02:45 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:07:46 +0900] "GET /WebUI/2_css_class/02_html5_list.html HTTP/1.1" 200 1443
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:08:08 +0900] "GET /WebUI/2_css_class/02_html5_list.html HTTP/1.1" 200 1448
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:08:08 +0900] "GET /WebUI/images/sample/curry.jpg HTTP/1.1" 200 33356
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:08:08 +0900] "GET /WebUI/images/common/icon_h2.gif HTTP/1.1" 200 178
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:08:08 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:09:02 +0900] "GET /WebUI/2_css_class/02_html5_list.html HTTP/1.1" 200 1470
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:10:42 +0900] "GET /WebUI/2_css_class/02_html5_list.html HTTP/1.1" 200 1523
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:10:42 +0900] "GET /WebUI/images/sample/curry.jpg HTTP/1.1" 200 33356
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:10:42 +0900] "GET /WebUI/images/common/icon_h2.gif HTTP/1.1" 200 178
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:10:42 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:11:49 +0900] "GET /WebUI/2_css_class/02_html5_list.html HTTP/1.1" 200 1612
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:11:49 +0900] "GET /WebUI/images/sample/curry.jpg HTTP/1.1" 200 33356
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:11:49 +0900] "GET /WebUI/images/common/icon_h2.gif HTTP/1.1" 200 178
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:11:49 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:14:05 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2008
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:14:05 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:14:05 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:14:05 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:14:46 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:04 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2108
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:07 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2108
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:07 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:07 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:07 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:07 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:12 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2108
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:12 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:12 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:12 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:12 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:30 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2108
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:30 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:30 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:30 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:30 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:48 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2115
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:48 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:48 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:48 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:48 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:48 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2115
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:48 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:48 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:48 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:48 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:49 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2115
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:49 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:49 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:49 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:49 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:52 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2115
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:52 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:52 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:52 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:52 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:52 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2115
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:52 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:52 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:52 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:52 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:53 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2115
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:53 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:53 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:53 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:53 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:53 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2115
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:53 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:53 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:53 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:18:53 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:20 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2117
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:20 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:20 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:20 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:20 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:20 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2117
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:20 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:20 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:20 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:20 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:21 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2117
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:21 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:21 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:21 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:21 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:21 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2117
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:21 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:21 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:21 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:21 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:24 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2117
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:24 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:24 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:24 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:24 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:24 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2117
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:24 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:24 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:24 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:24 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:25 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2117
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:25 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:25 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:25 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:19:25 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:21:03 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2115
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:21:03 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:21:03 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:21:03 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:21:03 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:52 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2108
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:52 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:52 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:52 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:52 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2108
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2108
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2108
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:22:53 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2118
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2118
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2118
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:42 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:43 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2118
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:43 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:43 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:43 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:43 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:43 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2118
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:43 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:43 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:43 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:23:43 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:26:10 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2116
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:26:10 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:26:10 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:26:10 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:26:10 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2106
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2106
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2106
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:00 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2106
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2106
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /WebUI/2_css_class/03_html5_text.html HTTP/1.1" 200 2106
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [24/Apr/2020:12:29:01 +0900] "GET /WebUI/images/new/bg3.jpg HTTP/1.1" 200 109248
